name,price_eur,size_m2,plot_size_m2,free_area_m2,rooms,location,postcode,lat,lon,url,platform,property_type,description
Repräsentatives Landgut mit viel Potenzial,,,,,,,,,,https://www.immobilienscout24.at/expose/69282d7502be9d8833f4abb6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Reiterhof. Vierkanter. Wirtshaus. Zimmervermietung. Wohnungen. Natur.,"€ 1.590.000,",,,,,,,,,https://www.immobilienscout24.at/expose/66f2d28b3329da6f9cbd73cb?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Landwirtschaftliche Fläche mit Obstbaukulturen ca. 1,2 ha zu verkaufen.","€ 85.000,",,,,,,,,,https://www.immobilienscout24.at/expose/684c2a915e9cbac7280ff4de?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Vierkanter-Rarität - ca. 16 Hektar Landwirtschaft mit Teich in Ilz in der Oststeiermark,"€ 890.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68220125e1c7f3e480cfdcd0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Premium Wohnen in Alleinlage nur eine Stunde vor Wien,"€ 2.650.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2dd3e5f2ccdf265e31cb96?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Stylische WOHNUNG in Linzer Gutshof,"€ 991,30",,,,,,,,,https://www.immobilienscout24.at/expose/69b95edff775d4292795c36c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund - Bauplatz 4,"€ 19.627,",,,,,,,,,https://www.immobilienscout24.at/expose/68113540af887b6243a2de9a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund - Bauplatz 3,"€ 19.418,",,,,,,,,,https://www.immobilienscout24.at/expose/68113540af887b6243a2de97?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund - Bauplatz 5,"€ 19.893,",,,,,,,,,https://www.immobilienscout24.at/expose/681135406e13f4cad41ab2b1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund - Bauplatz 2,"€ 19.950,",,,,,,,,,https://www.immobilienscout24.at/expose/68113540af887b6243a2de94?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund - Bauplatz 9,"€ 20.159,",,,,,,,,,https://www.immobilienscout24.at/expose/68113540af887b6243a2de9d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund - Bauplatz 6,"€ 19.817,",,,,,,,,,https://www.immobilienscout24.at/expose/681135406e13f4cad41ab2ae?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund - Bauplatz 8,"€ 19.494,",,,,,,,,,https://www.immobilienscout24.at/expose/68113540af887b6243a2dea0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund - Bauplatz 7,"€ 19.817,",,,,,,,,,https://www.immobilienscout24.at/expose/681135406e13f4cad41ab2ab?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Präzise Wohnarchitektur: Ihr durchdachtes Zuhause,"€ 979.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6989f6f8c24ce02e0ee468c8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Großhaselbach"" / Parz.Nr.: 427/2","€ 32.112,",,,,,,,,,https://www.immobilienscout24.at/expose/661517201500f918716bba67?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Grenzweg"" / Parz.Nr: 799/4","€ 17.600,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171f1500f918716bba60?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Großhaselbach"" / Parz.Nr.: 430/1","€ 17.296,",,,,,,,,,https://www.immobilienscout24.at/expose/66151720f26f2d5415e27c5d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Großhaselbach"" / Parz.Nr.: 430/3","€ 17.280,",,,,,,,,,https://www.immobilienscout24.at/expose/661517201500f918716bba70?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Großhaselbach"" / Parz.Nr.: 440/2","€ 17.312,",,,,,,,,,https://www.immobilienscout24.at/expose/661517201500f918716bba6d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Großhaselbach"" / Parz.Nr.: 424/3","€ 17.360,",,,,,,,,,https://www.immobilienscout24.at/expose/661517201500f918716bba6a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
TOP Betriebsgrund mit bester Verkehrsanbindung,,,,,,,,,,https://www.immobilienscout24.at/expose/6a16de6205d6bed961b48e54?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Am Kaibrunnen"" / Parz.Nr: 728/11","€ 17.712,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171f1500f918716bba5a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Grenzweg"" / Parz.Nr: 793/1","€ 23.616,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171ff26f2d5415e27c53?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Am Kaibrunnen"" / Parz.Nr: 728/10","€ 17.600,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171f1500f918716bba57?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Großhaselbach"" / Parz.Nr.: 423/3",,,,,,,,,,https://www.immobilienscout24.at/expose/690b3c2742b8bbd3724721a3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Grenzweg"" / Parz.Nr: 798","€ 28.320,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171ff26f2d5415e27c50?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Am Kaibrunnen"" / Parz.Nr: 728/4","€ 26.768,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171ff26f2d5415e27c4a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Grenzweg"" / Parz.Nr: 801/1","€ 16.832,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171f1500f918716bba63?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Grenzweg"" / Parz.Nr: 794/3","€ 21.312,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171f1500f918716bba5d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugrund im Siedlungsgebiet ""Grenzweg"" / Parz.Nr: 794/4","€ 17.472,",,,,,,,,,https://www.immobilienscout24.at/expose/6615171ff26f2d5415e27c56?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund am Semmering mit Ausblick,"€ 120.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68cabfb012f285721b83d5e1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Investment in äußerst attraktiv gelegenes Aparthotel / Ski-In Ski-Out!,"€ 12.900.000,",,,,,,,,,https://www.immobilienscout24.at/expose/67f9134db0c96da113a7d05f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wohnhaus als Anlage-Leibrenten Liegenschaft,"€ 280.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a38f6fca285f688987a6318?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
**Großes Grundstück in Traumlage,,,,,,,,,,https://www.immobilienscout24.at/expose/69b97652f775d4292795e403?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund in Oberhöflein an der Hohen Wand,"€ 133.740,",,,,,,,,,https://www.immobilienscout24.at/expose/686ba647985ef4ba95b38dbc?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund in Hochegg / Grimmenstein,"€ 175.000,",,,,,,,,,https://www.immobilienscout24.at/expose/691c8a36078188b3731e8597?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Gewerbegrund mit hoher Dichte in der Gradnerstraße!,"€ 1.269.900,",,,,,,,,,https://www.immobilienscout24.at/expose/69cf8b2ff26040a2f1626cf3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Gewerbefläche in Peggau,"€ 115.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6960c44cf783fba7e240b236?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund in Maiersdorf (Hohe Wand),"€ 175.000,",,,,,,,,,https://www.immobilienscout24.at/expose/686ba27c97c7b385af160af0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"""FahneOHNEzwang""","€ 149.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a353fc749f165b62eff54c1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund zu verkaufen!,"€ 23.242,",,,,,,,,,https://www.immobilienscout24.at/expose/5e62d07aa7bb9a002013bb8a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund zu verkaufen!,"€ 47.560,",,,,,,,,,https://www.immobilienscout24.at/expose/5e617fd9a7bb9a00200b3ce0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Baugrund zu verkaufen!,"€ 67.010,",,,,,,,,,https://www.immobilienscout24.at/expose/61a00f90c2748b001fa471a1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bauernhofin Toplage!,,,,,,,,,,https://www.immobilienscout24.at/expose/6a0b4ea30aabd300566ae89a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Sonniges Baugrundstück in wunderschöner Lage imMostviertel!,"€ 51.800,",,,,,,,,,https://www.immobilienscout24.at/expose/69b17c4b233d4b831bbbba5f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Apfelbaumblüte vor Ihrem Haus im schönenMostviertel- Baugründe in wunderschöner, sonniger Lage!","€ 53.600,",,,,,,,,,https://www.immobilienscout24.at/expose/69b17c4b0c6469697bc47d47?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Bauträgerobjekt imMostviertel- Baugründe in wunderschöner, sonniger Lage!","€ 339.900,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3ba12923efdfa5dccd6280?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Apfelblüte imMostviertel- Baugründe in wunderschöner, sonniger Lage!","€ 50.640,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3ba12923efdfa5dccd6277?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"ImMostviertelblühen wieder die Bäume ... - Baugründe in wunderschöner, sonniger Lage!","€ 61.842,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3ba1295da51a0bdcfb60c5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Apfelblüte imMostviertel- Baugründe in wunderschöner, sonniger Lage!","€ 49.900,",,,,,,,,,https://www.immobilienscout24.at/expose/69b2439a886e89655cd811b6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Ein Juwel imMostviertel- Exklusives Herrenhaus in Toplage mit herrlichem Ausblick! Ybbstalradweg!,"€ 1.290.000,",,,,,,,,,https://www.immobilienscout24.at/expose/694b78c6684029396da33888?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Betriebsbereite Pension im Herzen des Ötscherlandes | 252 m² | Gaming –Mostviertel,"€ 295.000,",252.0,,,,,,,,https://www.immobilienscout24.at/expose/6a2fb2c033f027b2b8c266c3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Naturjuwel mit großem Fischteich in A1-Nähe imMostviertel!,"€ 850.000,",,,,,,,,,https://www.immobilienscout24.at/expose/66127466b167af9791d9103f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Bauernhof, Reitanlage Wohnungen und Koppeln, 5,5 ha Gesamtfläche","€ 994.300,",,,,,,,,,https://www.immobilienscout24.at/expose/699add58e16d18365df9ed3c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
EhemaligerBauernhofmit großzügigem Anbau!,"€ 340.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0df1d0a58ff593e2fc2aae?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
SchönerBauernhofin Toplage!,,,,,,,,,,https://www.immobilienscout24.at/expose/679bc7322c7cbf59e0db840c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Verlassener ehemaligerBauernhofmit Stadl!,"€ 98.000,",,,,,,,,,https://www.immobilienscout24.at/expose/685e3d8cd73668656ae2ca54?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
InnviertlerBauernhofin sonniger Lage zu verkaufen !!,"€ 1.200.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6832e5990cae93edc1d72b40?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bauernhofmit fünf Wohnungen und einem schönen Baugrund,"€ 349.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69dc14834d9c94798f3f8bc5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Charmant im südlichen Burgenland - Der Traum vomBauernhof,"€ 347.700,",,,,,,,,,https://www.immobilienscout24.at/expose/6a35044b49f165b62efef129?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GemütlicherBAUERNHOFmit ca. 12 HEKTAR!,"€ 499.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0f434705ff59271dc429b1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Idyllischer Berg-Bauernhofin Westendorf, mit Freizeitwohnsitz Bewilligung!",,,,,,,,,,https://www.immobilienscout24.at/expose/67e68503b0a88a61fde38d37?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"KleinerBauernhofim Skigebiet Bregenzerwald, Mellau - Damüls","€ 1.000.000,",,,,,,,,,https://www.immobilienscout24.at/expose/66714bf94db668695a03f1c7?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
LANGECK/NÄHE KIRCHSCHLAG/LOCKENHAUS: VERTRÄUMTERBAUERNHOFMIT GROSSEM GARTEN/ANBAUFLÄCHE,"€ 199.000,",,,,,,,,,https://www.immobilienscout24.at/expose/695ea954d2a9b609c5b82459?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Bauernhofmit Kärntner Landhaus, Stallungen und Koppeln mit Wörtherseeblick","€ 1.399.900,",,,,,,,,,https://www.immobilienscout24.at/expose/69681b26a569960fe67fe0a5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wohnen amBauernhof,"€ 1.280,",,,,,,,,,https://www.immobilienscout24.at/expose/6a4230c646532fb085cc75a2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bauernhof-WG,,,,,,,,,,https://www.immobilienscout24.at/expose/6a086dba3295ada687be640a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
AlterBauernhofmit ca. 5000 m2 Dorfgebietswidmung und 3000 m2 Grünland mit Fantasie,,,,,,,,,,https://www.immobilienscout24.at/expose/67ada209aa40cd0e88f19aa8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Gleisdorf: 5.000 m2 Bauland (WA 0,2-0,4) | ehemaligerBauernhof| viel Platz für viele Möglichkeiten","€ 679.000,",,,,,,,,,https://www.immobilienscout24.at/expose/685049ce5e9cbac7281659a7?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Liebevoll renovierterBauernhofmit viel Raum,"€ 1.800,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0d5c7a80d1b9d704058b6a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Charmanter Freizeitwohnsitz im historischenBauernhof(06189),"€ 1.990,",,,,,,,,,https://www.immobilienscout24.at/expose/6a159129c882ce7c0fddd5c8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Traumhafter kleinerBauernhofSüdlage mit 3 Schlafzimmer,,,,,,,,,,https://www.immobilienscout24.at/expose/69aeb344d5bab771dc1a283f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Dachgeschoß-Ferienwohnung amBauernhofin traumhaft sonniger Panoramalage von Kitzbühel,"€ 2.100,",,,,,,,,,https://www.immobilienscout24.at/expose/6a1fe1c16e1cc215dcd01836?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Holzhausen - Vermiete Single-, Pärchenwohnung in einem schönenBauernhof!",,,,,,,,,,https://www.immobilienscout24.at/expose/697e4bf9134c0c0f5ab30c91?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Bauernhofmit vollmöblierter 4 Zimmer Wohnung eingebettet in die Thermenregion zwischen der Therme Stegersbach und Bad Waltersdorf, ideal für Selbs...","€ 2.600,",,,,,,,,,https://www.immobilienscout24.at/expose/69bd0ceff32b0b96bd221c1d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Sonnig - Ruhig - Aussichtslage: Edel möbliertes Chalet,"€ 3.900.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6581cbfcbfd5ce3bccf4724f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"20 ha Gewerbe-, Bauhof mit Flächen",,,,,,,,,,https://www.immobilienscout24.at/expose/6a3e21ca698cb69461c89119?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
„Der Hauserhof“ Luxus-Bauernhaus in Traumlage,,,,,,,,,,https://www.immobilienscout24.at/expose/6a32c13232d84e121f8998b1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Traumhafte Doppelhaushälfte mit viel Garten,"€ 790.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0da02ea58ff593e2fbc9ed?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Chalet mit Kaiserblick in sonniger Ruhe- & Aussichtslage,"€ 2.990.000,",,,,,,,,,https://www.immobilienscout24.at/expose/682f0d630cae93edc1cebeb3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
TRAUM-BERG GRILLPARZ im Herzen des Kremstals zum Verkauf! Über der Nebelgrenze!,"€ 249.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69e2289418d1ee437efde5e6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Objekt Nr.: KITZA1000 - AURACH - HISTORIE – EINZIGARTIG – AUSNAHMEIMMOBILIE: Landwirtschaft aus 18. Jhd. mit alter Mühle und 2 ha Grundeigentum am ...,,,,,,,,,,https://www.immobilienscout24.at/expose/68f62309065ebd7fa2b65c8f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Historisches Stadthaus mit Denkmalschutz | 270 m² | Holzdecke 1556 | Terrasse mit Schlossblick | Waidhofen an der Ybbs,"€ 650.000,",270.0,,,,,,,,https://www.immobilienscout24.at/expose/6a2fb2c033f027b2b8c266c9?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Ökosystem Wald!,"€ 127.861,",,,,,,,,,https://www.immobilienscout24.at/expose/69b243a0ff509680e0ee1971?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bauernhaus mit zwei Wohneinheiten in Traumlage zu Verkaufen!,"€ 675.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ca63a41d650b9a8a3a6fd2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Wald 28,3 ha bei Schwarzenbach/Pielach","€ 560.000,",,,,,,,,,https://www.immobilienscout24.at/expose/688a33cdd4e7f6801cb43c95?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Höchstmaß an Wohnqualität in Ihrem individuell planbaren Stockhaus in sonniger Lage!,"€ 426.500,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3ba1295da51a0bdcfb60c2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bungalow in sonniger Lage - individuell planbar - Lehm für Ihre Wohngesundheit,"€ 386.800,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3ba1295da51a0bdcfb60bf?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Baugründe in wunderschöner, sonniger Lage! Ein Höchstmaß an Lebensqualität!","€ 56.500,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3ba12923efdfa5dccd627a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Niedrig-Energie-Bungalow - individuell planbar - Lehm für Ihre Wohngesundheit! Keine Anzahlung!,"€ 386.500,",,,,,,,,,https://www.immobilienscout24.at/expose/69b17c4b233d4b831bbbba62?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Grüne Oase der Ruhe: Landwirtschaftliches Juwel mit Wald und Stallungen,,,,,,,,,,https://www.immobilienscout24.at/expose/69b7f2c75027022da456669b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Mondäne Villa in absoluter Toplage - Hotel/Pension auf großem Grundstück,,,,,,,,,,https://www.immobilienscout24.at/expose/69d7631ca4582287c664a5a2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Einmalige Gelegenheit - Hof inmitten der Stubaier Bergwelt,"€ 1.100.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3b68807a841610eaa12045?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Lage, Lage, Lage... Die Kriterien für eine werthaltige Immobilie!","€ 970.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69f218d59450418bfadd2310?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bewilligtes Bauprojekt BESTLAGE Fernsicht Stadtgrenze,"€ 325.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69d502b96b77b31374ad343c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Erhöhte Lage - Seeblick!,"€ 199.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69f3ccab2786f64d52e02ef5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Rarität: Traditioneller Dreikanthof mit ca. 1 ha Gfl. in absoluter Alleinlage,"€ 489.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3d38cd3e3fb64b50ccd4eb?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Natur rund ums Haus!,"€ 108.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69b24396886e89655cd81137?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
